Severity,Start_Time,Start_Lat,Start_Lng,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,Stop,Traffic_Signal,Sunrise_Sunset,hour
3,2016-06-06 14:51:00,33.201157,-117.374077,70.0,65.0,29.83,7.0,WSW,10.4,Scattered Clouds,0,0,0,0,0,0,0,1,14
2,2016-12-06 20:11:00,38.105404,-122.511589,62.6,63.0,30.05,10.0,NNW,11.5,Clear,0,0,0,1,0,0,0,1,20
3,2017-08-01 13:28:00,38.574131,-121.579262,60.1,93.0,29.83,1.8,SSE,13.8,Rain,0,0,0,0,0,0,0,1,13
3,2016-04-05 13:19:00,37.320629,-121.995506,69.1,57.0,29.89,10.0,Variable,4.6,Overcast,0,0,0,0,0,0,0,1,13
2,2016-03-09 16:33:00,37.852169,-122.018936,69.1,53.0,29.75,10.0,South,20.7,Clear,0,0,0,0,0,0,0,1,16
2,2016-09-08 20:28:00,34.154125,-118.819595,64.9,87.0,29.88,10.0,West,5.8,Clear,0,0,0,0,0,0,0,0,20
2,2016-07-12 17:14:00,41.801762,-88.167297,24.1,71.0,30.16,10.0,WSW,13.8,Clear,0,0,1,0,0,0,1,0,17
3,2016-07-12 09:31:00,37.762657,-121.338341,42.1,76.0,30.21,10.0,WSW,3.5,Clear,0,0,0,0,0,0,0,1,9
2,2016-07-07 10:13:00,27.337864,-82.468513,84.9,72.0,30.13,10.0,SW,6.9,Light Thunderstorms and Rain,0,0,0,0,0,0,0,1,10
3,2016-08-11 20:41:00,37.347816,-121.919418,64.0,78.0,30.13,10.0,WNW,11.5,Clear,0,0,0,0,0,0,0,0,20
2,2016-09-11 08:43:00,27.522636,-82.516098,73.9,64.0,30.06,10.0,SE,5.8,Clear,0,0,0,0,0,0,0,1,8
2,2017-06-01 07:09:00,42.428032,-71.258736,25.0,85.0,29.99,2.0,South,3.5,Light Snow,0,0,0,0,1,0,0,0,7
2,2017-09-01 17:52:00,25.571615,-80.37645,66.9,51.0,30.4,10.0,ENE,13.8,Overcast,0,0,1,0,0,0,1,0,17
2,2017-04-01 13:21:00,41.234093,-96.11953,13.8,49.0,30.26,10.0,NW,6.9,Scattered Clouds,0,0,0,0,0,0,1,1,13
3,2016-12-10 08:59:00,33.888504,-118.18898,64.0,75.0,30.07,7.0,ENE,4.6,Overcast,0,0,0,0,0,0,0,1,8
3,2016-05-04 19:53:00,34.154182,-118.468239,80.1,25.0,29.98,10.0,WNW,3.5,Clear,0,0,0,0,0,0,0,0,19
3,2016-11-07 18:54:00,34.079456,-84.653709,73.4,83.0,3.0,7.0,WSW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,18
2,2016-07-11 09:53:00,41.629322,-93.697617,51.8,76.0,30.23,10.0,SSE,4.6,Clear,0,0,0,0,0,0,1,1,9
2,2017-06-01 13:32:00,42.328941,-83.215591,14.0,54.0,30.2,10.0,WNW,12.7,Overcast,0,0,0,0,0,0,0,1,13
2,2016-08-12 14:08:00,38.550488,-121.427864,52.0,97.0,30.15,2.0,South,5.8,Light Rain,0,0,0,0,0,0,0,1,14
2,2016-02-06 20:41:00,33.615627,-117.426407,80.6,45.0,29.95,10.0,SSW,4.6,Clear,0,0,0,0,0,0,0,0,20
3,2017-02-01 16:38:00,33.732639,-84.737495,54.0,97.0,30.08,4.0,NNE,4.6,Rain,0,0,0,0,0,0,0,1,16
3,2016-06-07 19:38:00,27.388783,-82.448647,90.0,63.0,30.07,10.0,WNW,9.2,Clear,0,0,0,0,0,0,0,1,19
3,2016-06-09 07:46:00,28.560015000000003,-81.379829,73.9,85.0,30.17,10.0,North,6.9,Clear,0,0,0,0,0,0,0,1,7
2,2016-01-08 11:45:00,26.667345,-81.889893,89.1,63.0,30.1,10.0,ESE,11.5,Scattered Clouds,0,0,1,0,0,0,1,1,11
3,2016-07-08 18:18:00,38.893158,-121.083862,86.0,22.0,29.85,10.0,SSW,4.6,Clear,0,0,0,0,0,0,0,1,18
3,2017-06-01 12:38:00,33.754379,-84.3787,35.1,57.0,30.05,10.0,NW,12.7,Overcast,0,0,0,0,0,0,0,1,12
3,2016-05-08 01:45:00,33.689369,-117.768227,69.1,84.0,29.86,10.0,SSE,5.8,Overcast,0,0,0,0,1,0,0,0,1
2,2016-06-08 13:36:00,37.401474,-122.038872,69.1,58.0,29.91,10.0,NNW,10.4,Clear,0,0,0,0,0,0,0,1,13
2,2016-05-12 09:23:00,34.488708,-82.455788,46.0,89.0,30.01,10.0,ENE,3.5,Overcast,0,0,0,0,0,0,0,1,9
3,2017-11-01 10:28:00,33.771286,-84.390045,59.0,60.0,30.33,10.0,South,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,10
3,2016-05-09 16:36:00,34.066429,-117.990883,75.2,53.0,29.77,10.0,SSW,12.7,Clear,0,0,0,0,0,0,0,1,16
3,2016-07-06 19:46:00,33.925243,-118.313416,63.0,78.0,29.88,10.0,West,4.6,Partly Cloudy,0,0,0,0,0,0,0,1,19
2,2017-09-01 08:20:00,40.887684,-73.866333,18.0,50.0,30.7,10.0,NW,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,8
3,2016-08-11 12:33:00,33.928936,-118.280197,80.1,34.0,30.0,10.0,WNW,6.9,Clear,0,0,0,0,0,0,0,1,12
2,2016-11-10 13:09:00,25.898684,-80.324379,84.9,48.0,30.05,10.0,NE,19.6,Overcast,0,0,0,0,0,0,0,1,13
3,2016-12-12 08:34:00,40.987705,-73.676758,39.9,89.0,29.86,5.0,Variable,4.6,Light Rain,0,0,0,0,0,0,0,1,8
2,2016-05-12 09:54:00,25.68635,-80.384293,82.9,69.0,30.04,10.0,SE,13.8,Partly Cloudy,0,0,1,0,0,1,1,1,9
2,2017-02-01 16:23:00,28.626217,-81.244865,81.0,67.0,30.07,10.0,ESE,11.5,Partly Cloudy,0,0,1,0,0,0,1,1,16
3,2016-02-09 06:54:00,28.02314,-82.244713,78.8,100.0,29.92,7.0,SSW,15.0,Light Rain,0,0,0,0,0,0,0,0,6
2,2016-11-11 17:55:00,42.301102,-83.999702,39.9,58.0,30.35,10.0,North,5.8,Clear,0,0,0,0,0,0,0,0,17
3,2016-07-10 22:41:00,34.012291,-118.41835,69.1,61.0,29.86,10.0,NNE,3.5,Clear,0,0,0,0,0,0,0,0,22
3,2016-03-09 12:56:00,33.968391,-117.549011,77.0,47.0,29.83,10.0,NW,8.1,Clear,0,0,0,0,0,0,0,1,12
2,2016-02-06 18:44:00,41.234116,-96.091141,85.5,30.0,29.98,10.0,SW,5.8,Mostly Cloudy,0,0,0,0,0,0,1,1,18
3,2016-09-12 13:13:00,42.710644,-73.825058,30.0,45.0,30.09,10.0,WNW,23.0,Mostly Cloudy,0,0,0,0,1,0,0,1,13
2,2016-04-10 08:13:00,38.723141,-90.117722,61.0,87.0,29.99,10.0,SE,5.8,Clear,0,0,0,0,0,0,0,1,8
3,2016-01-11 19:39:00,34.031715000000005,-118.416939,62.1,84.0,30.01,10.0,NNE,3.5,Clear,0,0,1,0,0,0,1,0,19
2,2016-03-08 09:40:00,33.288849,-117.225433,77.0,64.0,29.98,7.0,ESE,3.5,Scattered Clouds,0,0,0,0,0,0,1,1,9
3,2016-10-08 18:55:00,33.9786,-118.127708,73.0,66.0,29.87,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,18
2,2016-05-07 09:47:00,33.513977000000004,-82.056328,88.0,63.0,30.06,10.0,Variable,6.9,Partly Cloudy,0,0,0,0,0,0,0,1,9
2,2017-03-01 18:12:00,41.03593400000001,-73.946007,43.0,89.0,29.6,1.2,ENE,13.8,Rain,0,0,0,0,0,0,0,0,18
2,2016-09-09 07:06:00,38.358604,-121.934029,57.0,81.0,29.98,10.0,WSW,4.6,Clear,0,0,0,0,0,1,0,1,7
2,2016-11-10 15:47:00,41.936478,-88.143562,73.0,42.0,30.05,10.0,South,12.7,Partly Cloudy,0,0,1,0,0,0,0,1,15
3,2016-08-10 16:33:00,34.055679,-118.214096,80.1,27.0,29.86,10.0,West,8.1,Clear,0,0,0,0,0,0,0,1,16
2,2017-02-01 17:02:00,42.352798,-88.091805,37.9,97.0,29.96,1.8,ENE,10.4,Overcast,0,0,0,0,0,1,0,0,17
2,2017-08-01 06:26:00,36.999409,-122.021606,61.0,72.0,29.96,10.0,SE,10.4,Overcast,0,0,0,0,0,1,0,0,6
3,2016-06-11 22:59:00,38.416264,-121.897232,59.0,82.0,30.14,10.0,NW,3.5,Partly Cloudy,0,0,0,0,0,0,0,0,22
2,2016-04-10 17:22:00,41.260098,-96.158043,63.7,93.0,29.64,7.0,ESE,4.6,Rain,0,0,1,0,0,1,0,1,17
3,2016-07-12 06:31:00,42.523373,-83.752808,31.6,70.0,29.93,10.0,WSW,8.1,Overcast,0,0,0,0,0,0,0,0,6
3,2016-01-11 13:30:00,37.793339,-122.263535,64.0,60.0,30.1,10.0,SW,9.2,Scattered Clouds,0,0,0,0,1,0,0,1,13
3,2016-12-05 18:19:00,41.234238,-96.086388,68.2,32.0,30.12,10.0,WNW,16.1,Clear,0,0,0,0,0,0,0,1,18
2,2016-10-10 11:24:00,37.699444,-122.061401,66.0,56.0,30.02,10.0,West,11.5,Clear,0,0,1,0,0,0,1,1,11
3,2016-10-10 17:39:00,33.92284,-84.485298,74.1,27.0,30.26,10.0,East,2.3,Mostly Cloudy,0,0,0,0,0,0,0,1,17
2,2016-08-08 00:30:00,34.154522,-118.396576,66.0,84.0,29.79,10.0,South,3.5,Mostly Cloudy,0,0,0,0,0,0,0,0,0
3,2016-12-10 12:23:00,33.048378,-117.287109,66.9,70.0,30.04,10.0,Variable,4.6,Overcast,0,0,0,0,0,0,0,1,12
2,2016-07-11 13:23:00,37.943359,-121.741821,70.0,59.0,30.12,10.0,ENE,12.7,Clear,0,0,0,0,0,0,0,1,13
2,2016-10-08 13:47:00,38.63718400000001,-121.38298,87.8,24.0,29.85,8.0,SSW,10.4,Clear,0,0,0,0,0,0,1,1,13
3,2016-06-06 09:32:00,33.927997999999995,-118.253746,63.0,72.0,29.88,6.0,West,3.5,Haze,0,0,0,0,0,0,0,1,9
2,2016-05-08 18:15:00,42.927639,-85.6716,82.0,44.0,29.85,10.0,WNW,12.7,Scattered Clouds,0,0,0,0,0,0,1,1,18
3,2017-10-01 07:55:00,33.629498,-84.455986,30.9,61.0,30.5,10.0,East,5.8,Mostly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-10-08 17:31:00,41.372231,-96.418304,91.4,53.0,29.87,10.0,SSE,11.5,Scattered Clouds,0,0,0,0,0,0,0,1,17
2,2016-12-10 09:30:00,41.951382,-88.184204,66.0,75.0,29.92,9.0,SSW,16.1,Partly Cloudy,0,0,1,0,0,0,1,1,9
3,2017-12-01 08:46:00,33.876942,-118.102814,55.4,100.0,29.96,1.8,Variable,4.6,Rain,0,0,0,0,0,0,0,1,8
2,2016-06-10 17:18:00,37.926517,-122.059998,80.1,20.0,29.94,10.0,NNW,4.6,Clear,0,0,0,0,0,0,1,1,17
3,2016-11-11 15:03:00,34.120521999999994,-117.872604,84.2,15.0,30.06,10.0,WSW,11.5,Clear,0,0,0,0,0,0,0,1,15
3,2016-01-06 13:25:00,38.641361,-121.451714,93.2,20.0,29.83,10.0,SSW,8.1,Clear,0,0,0,0,1,0,0,1,13
2,2016-12-12 16:14:00,38.496109,-121.408813,51.1,80.0,30.12,10.0,North,4.6,Clear,0,0,0,0,0,0,0,1,16
2,2016-01-09 15:09:00,33.903584,-118.193962,75.0,69.0,29.87,10.0,Variable,5.8,Clear,0,0,0,0,0,0,1,1,15
3,2016-09-07 20:07:00,37.74055900000001,-121.585785,64.9,52.0,30.06,10.0,WSW,16.1,Clear,0,0,0,0,0,0,0,1,20
3,2016-08-07 17:07:00,33.895344,-118.187859,79.0,54.0,29.93,10.0,WNW,11.5,Clear,0,0,0,0,0,0,0,1,17
2,2016-08-11 13:54:00,33.965843,-118.225189,86.0,25.0,29.97,10.0,West,6.9,Clear,0,0,0,0,0,0,0,1,13
3,2016-01-08 21:16:00,33.857189,-118.284782,71.1,81.0,29.96,10.0,West,8.1,Overcast,0,0,0,0,0,0,0,0,21
2,2016-04-11 18:29:00,34.113789000000004,-118.785316,73.0,33.0,30.03,10.0,East,3.5,Clear,0,0,0,0,0,1,0,0,18
2,2016-09-12 09:53:00,34.064686,-118.245941,57.9,67.0,30.27,8.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,9
3,2016-05-09 01:14:00,37.838181,-122.296638,57.9,84.0,29.84,10.0,WSW,3.5,Partly Cloudy,0,0,0,0,0,0,0,0,1
2,2016-02-11 09:20:00,33.853233,-117.811508,60.1,72.0,30.08,9.0,East,3.5,Clear,0,0,0,0,1,0,0,1,9
3,2017-06-01 19:00:00,42.368423,-83.058128,12.9,59.0,30.27,10.0,West,6.9,Mostly Cloudy,0,0,0,0,0,0,0,0,19
2,2016-01-11 07:43:00,28.421213,-81.442078,64.0,96.0,30.12,10.0,North,5.8,Partly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-02-12 19:44:00,33.708694,-117.918793,59.0,14.0,30.05,10.0,NE,19.6,Clear,0,0,0,0,0,0,0,0,19
2,2016-08-12 10:02:00,33.366142,-81.99575,53.1,69.0,30.16,10.0,WNW,8.1,Clear,0,0,0,0,0,0,1,1,10
3,2016-08-09 20:41:00,33.189873,-117.362114,66.9,76.0,29.99,10.0,West,4.6,Clear,0,0,0,0,1,0,0,0,20
3,2016-12-09 11:49:00,32.874439,-117.106941,75.2,50.0,29.98,10.0,SW,9.2,Clear,0,0,0,0,0,0,0,1,11
2,2016-12-05 08:02:00,37.994793,-122.069527,55.9,75.0,30.01,10.0,WSW,3.5,Partly Cloudy,0,0,0,0,1,0,0,1,8
2,2017-04-01 16:55:00,28.565269,-81.18708,73.9,38.0,29.84,10.0,West,10.4,Clear,0,0,1,0,0,0,1,1,16
2,2016-08-09 11:18:00,25.695625,-80.333778,86.0,70.0,30.05,7.0,ENE,11.5,Mostly Cloudy,0,0,1,0,0,0,1,1,11
2,2016-05-12 08:18:00,41.315807,-95.992569,36.0,76.0,29.79,10.0,SSE,16.1,Mostly Cloudy,0,0,0,0,0,0,0,1,8
3,2016-04-05 12:52:00,34.015388,-117.342468,73.9,46.0,29.87,8.0,Variable,4.6,Partly Cloudy,0,0,0,0,0,0,0,1,12
3,2016-05-08 16:01:00,37.765839,-121.344414,84.9,33.0,29.83,10.0,NNW,9.2,Clear,0,0,0,0,0,0,0,1,16
3,2016-08-11 08:19:00,38.136219,-122.222038,59.0,87.0,30.15,10.0,NE,3.5,Clear,0,0,0,0,0,0,0,1,8
2,2016-07-12 19:49:00,40.498058,-74.433632,42.8,73.0,30.04,10.0,WNW,3.5,Clear,0,0,1,0,0,0,0,0,19
2,2016-12-07 16:14:00,42.984814,-85.675446,90.0,57.0,29.8,10.0,SSW,16.1,Thunderstorm,0,0,1,0,0,0,1,1,16
2,2016-12-07 11:17:00,36.591431,-121.880325,59.0,78.0,30.07,10.0,West,6.9,Scattered Clouds,0,0,1,0,0,0,0,1,11
2,2016-01-07 10:27:00,37.06649,-121.219147,60.8,82.0,29.95,10.0,WNW,8.1,Mostly Cloudy,0,0,0,0,0,1,0,1,10
2,2016-04-07 11:23:00,43.134167,-83.71431,81.0,35.0,29.95,10.0,SE,13.8,Overcast,0,0,0,0,0,0,0,1,11
2,2016-06-06 13:37:00,36.775791,-121.684242,64.9,63.0,29.89,10.0,WNW,13.8,Partly Cloudy,0,0,0,0,0,0,0,1,13
2,2016-07-11 20:58:00,34.173161,-118.535988,66.9,47.0,30.06,10.0,North,3.5,Clear,0,0,0,0,0,0,1,0,20
2,2017-08-01 19:23:00,38.01857,-121.895065,61.0,81.0,29.84,10.0,South,11.5,Light Rain,0,0,0,0,0,0,0,0,19
2,2016-12-09 11:12:00,41.21230300000001,-95.957817,74.3,65.0,29.85,10.0,South,9.2,Clear,0,0,1,0,0,0,1,1,11
2,2016-10-08 18:47:00,33.993621999999995,-117.358177,80.1,47.0,29.83,10.0,West,10.4,Clear,0,0,0,0,1,0,0,1,18
2,2016-12-10 17:19:00,37.389675,-121.814728,68.0,60.0,30.07,10.0,NW,13.8,Clear,0,0,0,0,0,0,0,1,17
2,2016-12-11 07:46:00,34.433743,-118.385757,62.0,41.0,29.25,10.0,NW,5.0,Partly Cloudy,0,0,0,0,0,0,0,1,7
3,2016-01-12 10:10:00,38.747753,-121.26844,46.4,71.0,30.14,10.0,NNW,11.5,Clear,0,0,0,0,1,0,0,1,10
2,2016-01-04 20:42:00,36.982841,-121.964333,53.1,89.0,30.18,10.0,East,6.9,Clear,0,0,0,0,0,0,0,0,20
2,2016-08-10 14:37:00,33.694092,-117.866135,84.0,24.0,29.86,10.0,WSW,9.2,Partly Cloudy,0,0,0,0,0,0,0,1,14
2,2016-04-07 22:43:00,38.723633,-122.542114,53.1,93.0,29.97,10.0,SSE,5.8,Overcast,0,0,0,0,0,0,0,0,22
2,2016-11-07 08:17:00,33.894623,-84.543907,73.0,87.0,30.08,10.0,SSW,2.3,Mostly Cloudy,0,0,1,0,0,0,1,1,8
2,2016-12-05 20:15:00,32.736675,-117.014465,60.8,82.0,30.03,8.0,WNW,3.5,Clear,0,0,0,0,0,0,1,0,20
3,2017-03-01 09:58:00,33.752209,-81.527603,60.8,100.0,29.92,10.0,SW,8.1,Overcast,0,0,0,0,0,0,0,1,9
3,2016-07-10 20:43:00,33.713703,-84.272316,71.1,87.0,29.91,10.0,NNE,9.2,Overcast,0,0,0,0,0,0,0,0,20
3,2016-11-08 04:48:00,26.136631,-80.169502,75.9,94.0,30.07,10.0,NNW,3.5,Clear,0,0,0,0,0,0,0,0,4
2,2016-06-04 15:48:00,34.072289000000005,-117.931496,77.0,44.0,30.02,10.0,SSW,8.1,Clear,0,0,0,0,1,0,0,1,15
3,2016-05-07 19:51:00,32.897808000000005,-117.217812,68.0,68.0,29.95,10.0,WNW,9.2,Scattered Clouds,0,0,0,0,0,0,0,1,19
2,2017-11-01 19:21:00,42.344494,-87.933556,30.9,92.0,29.73,3.0,NNE,15.0,Overcast,0,0,0,0,0,0,0,0,19
3,2016-02-08 11:02:00,32.778313,-117.118324,81.0,50.0,30.0,10.0,Variable,3.5,Clear,0,0,0,0,0,0,0,1,11
3,2016-05-09 07:48:00,33.961693,-84.519745,67.5,87.0,30.24,10.0,ENE,1.2,Partly Cloudy,0,0,0,0,0,0,0,1,7
2,2016-02-11 07:41:00,28.592514,-81.394798,72.0,93.0,30.2,7.0,NE,3.5,Scattered Clouds,0,0,1,0,0,0,0,1,7
3,2017-03-01 16:08:00,26.274832,-80.125206,80.1,79.0,29.96,9.0,SSE,12.7,Clear,0,0,0,0,0,0,0,1,16
3,2016-07-11 18:48:00,42.391384,-83.00634,53.1,83.0,30.31,10.0,SE,3.5,Clear,0,0,0,0,0,0,0,0,18
2,2016-09-12 15:29:00,37.966251,-122.307915,60.1,80.0,30.14,4.0,NW,3.5,Haze,0,0,0,0,0,0,0,1,15
2,2016-05-09 09:47:00,43.05125,-83.615974,72.0,71.0,30.22,10.0,SSW,5.8,Clear,0,0,0,0,0,0,1,1,9
2,2016-08-09 22:50:00,34.128654,-118.347038,64.9,78.0,29.99,10.0,South,5.8,Clear,0,0,0,0,1,0,1,0,22
3,2016-03-10 11:08:00,33.996494,-118.280632,73.9,29.0,30.01,10.0,NW,3.5,Clear,0,0,0,0,0,0,0,1,11
2,2016-08-08 08:09:00,27.893913,-82.700478,75.9,97.0,29.97,1.5,NNW,8.1,Heavy Rain,0,0,0,0,0,0,1,1,8
2,2016-07-04 17:15:00,37.879566,-122.221794,66.0,54.0,29.87,10.0,West,17.3,Mostly Cloudy,0,0,0,0,0,1,0,1,17
2,2016-06-09 20:51:00,33.687443,-117.872017,68.0,78.0,29.82,8.0,SW,3.5,Clear,0,0,0,0,0,0,0,0,20
3,2016-05-12 11:27:00,26.332098,-81.750107,84.0,65.0,29.99,10.0,SSE,20.7,Scattered Clouds,0,0,0,0,0,0,0,1,11
3,2016-02-06 21:42:00,33.735596,-117.818321,60.8,94.0,29.95,1.0,SSW,6.9,Overcast,0,0,0,0,0,0,0,0,21
3,2016-12-10 15:28:00,32.947334000000005,-117.106659,71.1,55.0,29.99,10.0,West,10.4,Clear,0,0,0,0,0,0,0,1,15
2,2016-11-08 16:12:00,25.94234800000001,-80.33429,84.9,67.0,30.04,10.0,East,8.1,Clear,0,0,0,0,0,0,1,1,16
3,2016-09-04 19:00:00,37.878185,-122.307175,59.0,87.0,29.88,10.0,NW,8.1,Light Rain,0,0,1,0,0,1,0,1,19
3,2016-12-12 07:21:00,42.525738,-71.504478,35.1,89.0,29.94,7.0,ESE,4.6,Light Rain,0,0,0,0,0,0,0,1,7
2,2016-02-07 09:29:00,37.294281,-121.938446,70.0,53.0,29.94,10.0,ESE,12.7,Partly Cloudy,0,0,0,0,0,0,0,1,9
2,2016-12-09 18:04:00,33.391163,-117.235291,64.9,75.0,29.91,7.0,Variable,4.6,Mostly Cloudy,0,0,0,0,0,0,0,1,18
3,2016-10-10 20:28:00,27.338223,-82.446991,77.0,58.0,30.12,10.0,ENE,8.1,Overcast,0,0,0,0,0,0,0,0,20
2,2016-08-12 09:54:00,38.558128,-121.473961,48.9,97.0,30.17,2.0,SSE,10.4,Light Rain,0,0,0,0,0,0,0,1,9
2,2016-05-04 14:48:00,38.556145,-121.443192,79.0,25.0,30.12,10.0,NNW,15.0,Clear,0,0,0,0,1,0,0,1,14
3,2017-03-01 14:43:00,26.492907,-81.794296,82.9,63.0,29.96,10.0,WSW,16.1,Clear,0,0,0,0,0,0,0,1,14
2,2016-05-05 20:05:00,37.665779,-122.396469,60.1,86.0,29.86,10.0,West,12.7,Mostly Cloudy,0,0,0,0,0,0,0,0,20
2,2016-11-08 08:14:00,25.682617,-80.335434,80.1,87.0,30.09,10.0,East,8.1,Partly Cloudy,1,0,1,0,0,0,1,1,8
2,2016-09-11 12:28:00,33.860737,-117.877258,96.1,10.0,29.93,10.0,SW,4.6,Clear,0,0,0,0,0,0,0,1,12
2,2017-06-01 22:40:00,33.390724,-82.027145,46.0,86.0,30.01,3.0,NE,11.5,Light Rain,0,0,0,0,0,0,1,0,22
3,2017-05-01 12:26:00,28.605989,-81.386375,73.0,55.0,29.91,10.0,West,12.7,Scattered Clouds,0,0,0,0,0,0,0,1,12
3,2016-06-07 11:04:00,34.033669,-84.576927,82.4,70.0,30.08,10.0,WNW,9.2,Scattered Clouds,0,0,0,0,0,0,0,1,11
2,2016-02-06 17:36:00,41.190784,-96.135284,84.2,29.0,29.98,10.0,SW,6.9,Scattered Clouds,0,0,1,0,0,0,1,1,17
2,2016-12-07 16:01:00,33.802528,-118.298737,75.2,69.0,29.9,10.0,WNW,11.5,Partly Cloudy,0,0,0,0,0,0,1,1,16
2,2016-09-06 16:44:00,41.223949,-96.119514,94.5,37.0,29.75,10.0,SSW,12.7,Clear,0,0,0,0,0,0,0,1,16
2,2016-04-06 12:41:00,33.909157,-118.269646,68.0,70.0,29.96,9.0,WSW,10.4,Clear,0,0,0,0,0,0,0,1,12
3,2016-10-06 10:17:00,37.92725,-122.378334,71.1,45.0,29.93,10.0,SSW,8.1,Clear,0,0,0,0,0,0,0,1,10
3,2016-12-08 02:25:00,34.063786,-117.283554,68.4,71.0,30.03,10.0,West,3.5,Clear,0,0,0,0,0,0,0,0,2
3,2016-06-07 20:07:00,37.775314,-122.406052,59.0,72.0,29.98,10.0,West,13.8,Partly Cloudy,0,0,1,0,0,0,1,1,20
3,2016-01-09 12:36:00,33.891068,-118.36132,79.0,62.0,29.89,10.0,West,9.2,Clear,0,0,1,0,0,0,0,1,12
2,2016-02-05 17:08:00,34.043648,-117.800934,77.0,36.0,29.96,10.0,West,13.8,Clear,0,0,0,0,0,0,0,1,17
2,2017-07-01 16:01:00,28.452604,-80.992035,51.1,74.0,30.16,10.0,NNW,15.0,Overcast,0,0,0,0,0,0,0,1,16
3,2016-11-08 19:50:00,33.742046,-117.837326,69.1,75.0,29.97,10.0,WSW,8.1,Partly Cloudy,0,0,0,0,0,0,0,0,19
3,2016-10-08 20:32:00,38.495461,-121.51667,72.0,53.0,29.83,10.0,SW,6.9,Clear,0,0,0,0,0,0,0,0,20
2,2016-06-07 15:26:00,42.969975,-85.62632,90.0,35.0,29.77,10.0,West,13.8,Scattered Clouds,0,0,1,0,0,0,0,1,15
3,2016-06-10 11:42:00,33.705994,-117.779106,75.9,48.0,29.91,10.0,NW,4.6,Clear,0,0,0,0,0,0,0,1,11
3,2016-05-12 06:17:00,42.288586,-71.567528,26.1,88.0,30.02,1.0,SE,3.5,Light Snow,0,0,0,0,1,0,0,0,6
3,2016-02-08 20:50:00,32.95871,-117.245178,69.1,78.0,29.99,10.0,West,3.5,Partly Cloudy,0,0,0,0,0,0,0,0,20
2,2016-12-07 17:47:00,41.867504,-88.012695,82.9,53.0,29.81,10.0,West,13.8,Scattered Clouds,0,0,1,0,0,0,0,1,17
2,2016-12-10 07:13:00,34.068775,-84.521492,48.2,82.0,30.32,10.0,East,3.5,Clear,0,0,1,0,0,0,1,0,7
2,2016-04-08 14:23:00,41.241489,-96.009575,91.4,61.0,29.85,10.0,SSW,3.5,Clear,0,0,0,0,0,0,0,1,14
2,2016-04-07 14:09:00,43.040543,-83.650513,82.9,36.0,29.9,10.0,South,8.1,Scattered Clouds,0,0,0,0,0,0,0,1,14
2,2016-12-09 21:50:00,34.496723,-118.218819,63.0,63.0,29.8,10.0,SW,24.2,Clear,0,0,0,0,0,0,0,0,21
3,2016-05-10 10:00:00,33.779587,-117.4888,68.0,59.0,29.99,10.0,Variable,3.5,Mostly Cloudy,0,0,0,0,0,0,0,1,10
3,2016-09-08 16:39:00,33.802834000000004,-118.125191,77.0,54.0,29.83,10.0,South,8.1,Clear,0,0,0,0,0,0,0,1,16
2,2017-06-01 13:40:00,40.505943,-74.852165,30.9,47.0,30.06,10.0,West,4.6,Mostly Cloudy,0,0,1,0,0,0,1,1,13
2,2016-01-09 17:31:00,42.941547,-85.672302,73.9,46.0,30.15,10.0,NNE,13.8,Mostly Cloudy,0,0,1,0,0,0,1,1,17
2,2016-08-12 11:57:00,33.971920000000004,-118.236816,64.9,45.0,30.22,8.0,South,3.5,Clear,0,0,0,0,0,0,0,1,11
2,2016-07-09 23:54:00,33.747894,-116.884445,63.0,97.0,28.46,10.0,W,2.0,Fair,0,0,0,0,0,0,0,0,23
3,2016-02-08 11:21:00,33.928226,-84.176018,82.9,72.0,30.13,10.0,Variable,3.5,Scattered Clouds,0,0,0,0,0,0,0,1,11
2,2016-04-08 14:59:00,33.95459,-118.291573,77.0,64.0,29.86,10.0,West,15.0,Clear,0,0,0,0,0,0,0,1,14
3,2016-01-11 08:10:00,25.93162,-80.204338,73.9,68.0,30.06,10.0,NE,10.4,Partly Cloudy,0,0,0,0,0,0,0,1,8
2,2016-10-08 11:26:00,37.307919,-121.816872,64.4,68.0,29.93,10.0,South,15.0,Clear,0,0,1,0,0,0,0,1,11
3,2016-10-12 08:43:00,33.252953000000005,-117.156174,57.0,89.0,30.19,2.5,East,4.6,Overcast,0,0,0,0,0,0,0,1,8
3,2017-11-01 00:56:00,34.109108,-117.981171,55.4,100.0,30.01,1.0,SSE,5.8,Overcast,0,0,0,0,0,0,0,0,0
3,2016-10-07 15:21:00,33.911575,-84.357521,93.0,42.0,29.98,10.0,West,5.8,Mostly Cloudy,0,0,0,0,0,0,0,1,15
2,2016-11-12 12:42:00,33.420067,-82.032448,51.1,46.0,30.36,10.0,NNE,4.6,Overcast,0,0,0,0,0,0,1,1,12
